Player,Team,Position,Hollinger_MPG,Hollinger_PF,Hollinger_PFPG,Hollinger_PFP48M,PF_per_MIN,Hollinger_FLAG,Hollinger_TECH,Hollinger_EJECT,GP,MIN_per_game,Total_MIN,STL_per_game,Total_STL,STL_per_MIN,BLK_per_game,Total_BLK,BLK_per_MIN,Opp_FGM_at_Rim_per_game,Total_Opp_FGM_at_Rim,Opp_FGM_at_Rim_per_min,Opp_FGA_at_Rim_per_game,Total_Opp_FGA_at_Rim,Opp_FGA_at_Rim_per_Minute,Opp_FGP_at_Rim,Catch_and_Shoot_Total_PTS,Catch_and_Shoot_PTS_per_game,Catch_and_Shoot_PTS_per_Minute,Catch_and_Shoot_FGM_per_game,Total_Catch_and_Shoot_FGM,Catch_and_Shoot_FGM_per_Minute,Catch_and_Shoot_FGA_per_game,Total_Catch_and_Shoot_FGA,Catch_and_Shoot_FGA_per_Minute,Catch_and_Shoot_FG_PCT,Catch_and_Shoot_3FGM_per_game,Total_Catch_and_Shoot_3FGM,Catch_and_Shoot_3FGM_per_Minute,Catch_and_Shoot_3FGA_per_game,Total_Catch_and_Shoot_3FGA,Catch_and_Shoot_3FGA_per_Minute,Catch_and_Shoot_3FG_PCT,Catch_and_Shoot_eFG_PCT,REB_per_game,Total_REB,REB_per_Minute,Percentage_of_rebounds_per_chance,REB_Chances_per_game,Total_REB_Chances,REB_Chances_per_Minute,Contested_REB_per_game,Total_Contested_REB,Contested_REB_per_Minute,Uncontested_REB_per_game,Total_Uncontested_REB,Uncontested_REB_per_Minute,Contested_REB_Percentage,Distance_Traveled_Per_Game_miles,Distance_Traveled_total_miles,Distance_Traveled_per_Minute,Average_Speed_mph,Distance_Traveled_Per_48_Minutes_miles,Pull_Up_Shots_Total_PTS,Pull_Up_Shots_PTS_per_game,Pull_Up_Shots_PTS_per_Minute,Pull_Up_Shots_FGM_per_game,Total_Pull_Up_Shots_FGM,Pull_Up_Shots_FGM_per_Minute,Pull_Up_Shots_FGA_per_game,Total_Pull_Up_Shots_FGA,Pull_Up_Shots_FGA_per_Minute,Pull_Up_Shots_FG_PCT,Pull_Up_Shots_FG3M_per_game,Total_Pull_Up_Shots_FG3M,Pull_Up_Shots_FG3M_per_Minute,Pull_Up_Shots_FG3A_per_game,Total_Pull_Up_Shots_FG3A,Pull_Up_Shots_FG3A_per_Minute,Pull_Up_Shots_FG3_PCT,Pull_Up_Shots_EFG_PCT,PTS_per_game,Total_PTS,PTS_per_Minute,Drives_PTS_per_game,Total_Drives_PTS,Drives_PTS_per_Minute,Drives_FG_PCT,Close_Shots_PTS_per_game,Total_Close_Shots_PTS,Close_Shots_PTS_per_Minute,Close_Shots_FG_PCT,Catch_and_Shoot_PTS_per_game,Total_Catch_and_Shoot_PTS,Catch_and_Shoot_PTS_per_Minute,Catch_and_Shoot_FG_PCT,Pull_Up_Shots_PTS_per_game,Total_Pull_Up_Shots_PTS,Pull_Up_Shots_PTS_per_Minute,Pull_Up_Shots_FG_PCT,eFG_PCT,FG_PCT_on_Drives,Drives_Per_Game,Total_Drives,Drives_per_Minute,Player_PPG_on_Drives,Total_Player_PTS_on_Drives,Player_PTS_on_Drives_per_Minute,Team_PPG_on_Drives,Total_Team_Points_on_Drives,Team_Points_on_Drives_per_Minute,PTS_Per_48_Min_on_Drives,AST_per_game,Total_AST,AST_per_Minute,Passes_per_game,Total_Passes,Passes_per_Minute,FT_Assists_per_game,Total_FT_Assists,FT_Assists_per_Minute,Secondary_Assists_per_game,Total_Secondary_Assists,Secondary_Assists_per_Minute,Assist_opportunities_per_game,Total_Assist_opportunities,Assist_opportunities_per_Minute,Points_created_by_assist_per_game,Total_Points_created_by_assist,Points_created_by_assist_per_Minute,Points_Created_by_AST_Per_48_Min,Touches_per_game,Total_Touches,Touches_per_Minute,Front_Court_Touches_per_game,Total_Front_Court_Touches,Front_Court_Touches_per_Minute,Time_of_Possession_per_game__min,Total_Time_of_Possession,Close_Touches_per_game,Total_Close_Touches,Close_Touches_per_Minute,Elbow_Touches_per_game,Total_Elbow_Touches,Elbow_Touches_per_Minute,PTS_Per_Touch,PTS_Per_Half_Court_Touch
Patrick Patterson,SAC,PF,24.4,43,2.7,5.3,0.1,0,0,0,16,24.4,390.4,0.8,12.8,0.0327868852,0.1,2,0.0051229508,1.8,28.8,0.0737704918,3.2,51.2,0.131147541,0.57,39.00,2.40,,1.00,16,0.0409836066,3.70,59.2,0.1516393443,0.27,0.4,6.4,0.0163934426,2.3,36.8,0.0942622951,0.194,0.331,5.8,92,0.2356557377,0.643,8.9,142.4,0.3647540984,2.5,40,0.1024590164,3.3,52.8,0.1352459016,0.435,1.7,26.7,0.0683913934,4.1,3.3,4,0.3,0.0007684426,0.1,1.6,0.0040983607,0.6,9.6,0.0245901639,0.2,0,0,0,0.1,1.6,0.0040983607,0,0.2,6.3,100.8,0.2581967213,0.1,1.6,0.0040983607,0.333,1.6,25.6,0.0655737705,0.524,2.4,38.4,0.0983606557,0.271,0.3,4.8,0.012295082,0.2,0.399,0.333,0.3,5,0.012807377,0.1,2,0.0051229508,0.3,4.8,0.012295082,0.2,0.8,12,0.0307377049,30,480,1.2295081967,0.1,1.6,0.0040983607,0.5,8,0.0204918033,1.9,30.4,0.0778688525,1.8,28.8,0.0737704918,3.6,61.6,1416,3.6270491803,51.5,824,2.1106557377,3.6,57.6,0.6,9.6,0.0245901639,1.3,20.8,0.0532786885,0.16,0.19
Patrick Patterson,TOR,PF,21.2,3,1.0,2.3,0.0,0,0,0,3,21.2,63.6,0,0,0,1,3,0.0471698113,2,6,0.0943396226,3.7,11.1,0.1745283019,0.55,8.00,2.70,,1.00,3,0.0471698113,2.30,6.9,0.108490566,0.43,0.7,2.1,0.0330188679,1,3,0.0471698113,0.667,0.571,3.7,11,0.1729559748,0.524,7,21,0.3301886792,1.3,3.9,0.0613207547,2.3,6.9,0.108490566,0.364,1.4,4.3,0.0676100629,4,3.2,2,0.7,0.0110062893,0.3,0.9,0.0141509434,0.7,2.1,0.0330188679,0.5,0,0,0,0,0,0,0,0.5,7,21,0.3301886792,0,0,0,0,2.3,6.9,0.108490566,1,2.7,8.1,0.1273584906,0.429,0.7,2.1,0.0330188679,0.5,0.615,0,0.3,1,0.0157232704,0,0,0,0,0,0,0,0.7,2,0.0314465409,19.3,57.9,0.9103773585,0,0,0,0,0,0,0.7,2.1,0.0330188679,2,6,0.0943396226,4.5,26.7,80,1.2578616352,15,45,0.7075471698,0.5,1.5,1.3,3.9,0.0613207547,3,9,0.141509434,0.26,0.47
Patrick Patterson,TOTAL,PF,23.9,46,2.3,4.6,0.1,0,0,0,19,23.9,454.1,0.6,11.4,0.0251046025,0.3,5,0.0110107906,1.8,34.2,0.0753138075,3.3,62.7,0.1380753138,0.57,47.00,2.50,,1.00,19,0.0418410042,3.50,66.5,0.1464435146,0.29,0.5,9.5,0.0209205021,2.1,39.9,0.0878661088,0.231,0.356,5.4,103,0.2268222858,0.628,8.6,163.4,0.359832636,2.3,43.7,0.0962343096,3.1,58.9,0.129707113,0.427,1.6,31,0.0682669016,4.1,3.3,6,0.3,0.0006606474,0.2,3.8,0.0083682008,0.6,11.4,0.0251046025,0.25,0,0,0,0.1,1.9,0.0041841004,0,0.25,6.4,121.6,0.2677824268,0.1,1.9,0.0041841004,0.25,1.7,32.3,0.0711297071,0.565,2.5,47.5,0.1046025105,0.288,0.3,5.7,0.0125523013,0.25,0.421,0.25,0.3,6,0.0132129487,0.1,2,0.0044043162,0.2,3.8,0.0083682008,0.2,0.7,14,0.0308302136,28.3,537.7,1.1841004184,0.1,1.9,0.0041841004,0.4,7.6,0.0167364017,1.7,32.3,0.0711297071,1.8,34.2,0.0753138075,3.7,39.3,628,1.3829552962,19.6,372.4,0.820083682,0.7,13.3,1.6,30.4,0.0669456067,2.8,53.2,0.1171548117,0.16,0.32
Patty Mills,SAS,PG,17.1,32,1.2,3.5,0.1,0,0,0,25,16.5,412.5,1.1,27.5,0.0666666667,0.1,2,0.0048484848,0.4,10,0.0242424242,0.7,17.5,0.0424242424,0.56,84.00,3.40,,1.20,30,0.0727272727,2.80,70,0.1696969697,0.42,1,25,0.0606060606,2.3,57.5,0.1393939394,0.448,0.609,1.4,34,0.0824242424,0.667,2,50,0.1212121212,0.2,5,0.0121212121,1.2,30,0.0727272727,0.147,1.3,33.1,0.0802424242,4.8,3.9,68,2.7,0.0065454545,1.2,30,0.0727272727,2.6,65,0.1575757576,0.455,0.3,7.5,0.0181818182,0.7,17.5,0.0424242424,0.471,0.515,7.9,197.5,0.4787878788,0.2,5,0.0121212121,0.286,0.6,15,0.0363636364,0.857,3.4,85,0.2060606061,0.42,2.7,67.5,0.1636363636,0.455,0.587,0.286,0.6,14,0.0339393939,0.2,5,0.0121212121,0.7,17.5,0.0424242424,0.6,1.5,37,0.0896969697,28.2,705,1.7090909091,0.3,7.5,0.0181818182,0.5,12.5,0.0303030303,3.1,77.5,0.1878787879,3.8,95,0.2303030303,11.1,37.3,708,1.7163636364,18.8,470,1.1393939394,0.7,17.5,1.6,40,0.096969697,2.8,70,0.1696969697,0.17,0.34
Pau Gasol,LAL,C,30.3,50,2.0,3.2,0.1,0,0,0,25,30.5,762.5,0.3,7.5,0.0098360656,1.3,32,0.0419672131,4.2,105,0.137704918,8.4,210,0.2754098361,0.50,91.00,3.60,,1.80,45,0.0590163934,4.40,110,0.1442622951,0.40,0.1,2.5,0.0032786885,0.4,10,0.0131147541,0.333,0.417,9.3,232,0.3042622951,0.639,14.5,362.5,0.4754098361,3.1,77.5,0.1016393443,6.2,155,0.2032786885,0.336,2,49.4,0.0647868852,3.9,3.1,12,0.5,0.0006557377,0.2,5,0.006557377,1,25,0.0327868852,0.25,0,0,0,0,0,0,0,0.25,14.7,367.5,0.4819672131,0.9,22.5,0.0295081967,0.563,3.8,95,0.1245901639,0.53,3.6,90,0.1180327869,0.404,0.5,12.5,0.0163934426,0.25,0.443,0.563,1,26,0.0340983607,0.9,22,0.028852459,1.3,32.5,0.0426229508,1.4,3,74,0.0970491803,49.3,1232.5,1.6163934426,0.2,5,0.006557377,0.5,12.5,0.0163934426,6.9,172.5,0.2262295082,7.3,182.5,0.2393442623,11.5,36.6,914,1.1986885246,28.7,717.5,0.9409836066,1.8,45,0.6,15,0.0196721311,1.8,45,0.0590163934,0.22,0.28
Paul George,IND,SF,37.1,59,2.4,3.1,0.1,0,2,0,25,37.3,932.5,2,50,0.0536193029,0.3,7,0.0075067024,1.2,30,0.0321715818,2.9,72.5,0.0777479893,0.40,183.00,7.30,,2.60,65,0.0697050938,5.30,132.5,0.1420911528,0.49,2.1,52.5,0.0563002681,4.2,105,0.1126005362,0.5,0.693,5.8,146,0.1565683646,0.598,9.8,245,0.2627345845,1.3,32.5,0.0348525469,4.5,112.5,0.1206434316,0.226,2.6,65.4,0.0701340483,4.2,3.4,174,7,0.0075067024,3.2,80,0.0857908847,9.2,230,0.2466487936,0.351,0.5,12.5,0.0134048257,2,50,0.0536193029,0.24,0.377,23.8,595,0.6380697051,2.3,57.5,0.0616621984,0.429,1.7,42.5,0.0455764075,0.552,7.3,182.5,0.1957104558,0.492,7,175,0.1876675603,0.351,0.535,0.429,3.3,83,0.0890080429,2.3,58,0.0621983914,4.4,110,0.1179624665,3,3.6,90,0.0965147453,46.4,1160,1.2439678284,0.3,7.5,0.0080428954,0.7,17.5,0.018766756,7.8,195,0.2091152815,8.4,210,0.2252010724,10.8,68.2,1705,1.8284182306,42.6,1065,1.1420911528,1.9,47.5,4.9,122.5,0.1313672922,10.6,265,0.2841823056,0.22,0.35
Paul Millsap,ATL,PF,32.4,72,2.9,4.3,0.1,0,1,0,25,32.5,812.5,1.7,42.5,0.0523076923,1,25,0.0307692308,5.1,127.5,0.1569230769,9.1,227.5,0.28,0.56,92.00,3.70,,1.40,35,0.0430769231,3.70,92.5,0.1138461538,0.39,0.8,20,0.0246153846,2,50,0.0615384615,0.408,0.5,8.1,202,0.2486153846,0.537,15,375,0.4615384615,3.4,85,0.1046153846,4.6,115,0.1415384615,0.426,2.3,56.6,0.0696615385,4.2,3.3,45,1.8,0.0022153846,0.8,20,0.0246153846,1.9,47.5,0.0584615385,0.438,0.1,2.5,0.0030769231,0.2,5,0.0061538462,0.75,0.469,16.5,412.5,0.5076923077,1.5,37.5,0.0461538462,0.459,3,75,0.0923076923,0.547,3.7,92.5,0.1138461538,0.391,1.8,45,0.0553846154,0.438,0.531,0.459,3,74,0.0910769231,1.5,37,0.0455384615,2.9,72.5,0.0892307692,2.2,2.8,69,0.0849230769,39.6,990,1.2184615385,0.2,5,0.0061538462,0.6,15,0.0184615385,5.2,130,0.16,6.6,165,0.2030769231,9.7,71.1,1778,2.1883076923,56.9,1422.5,1.7507692308,3.3,82.5,2.4,60,0.0738461538,4.7,117.5,0.1446153846,0.34,0.42
Paul Pierce,BKN,SF,29,48,2.4,4.0,0.1,0,1,0,20,29.2,584,0.8,16,0.0273972603,0.1,3,0.0051369863,1.3,26,0.0445205479,3,60,0.102739726,0.41,77.00,3.90,,1.40,28,0.0479452055,4.00,80,0.1369863014,0.34,1.1,22,0.0376712329,3.4,68,0.1164383562,0.338,0.487,5.2,103,0.176369863,0.678,7.6,152,0.2602739726,1.2,24,0.0410958904,4,80,0.1369863014,0.233,1.8,36.4,0.0623287671,3.7,3,48,2.4,0.004109589,1.1,22,0.0376712329,3.3,66,0.1130136986,0.348,0.1,2,0.0034246575,0.4,8,0.0136986301,0.25,0.364,12.7,254,0.4349315068,2.6,52,0.0890410959,0.412,0.3,6,0.0102739726,0.2,3.9,78,0.1335616438,0.342,2.4,48,0.0821917808,0.348,0.464,0.412,4.2,84,0.1438356164,2.6,53,0.0907534247,4.5,90,0.154109589,4.4,2.9,58,0.0993150685,31,620,1.0616438356,0.3,6,0.0102739726,0.8,16,0.0273972603,5.8,116,0.198630137,6.9,138,0.2363013699,11.4,57.8,1446,2.4760273973,36.7,734,1.2568493151,1.7,34,4.5,90,0.154109589,6,120,0.2054794521,0.28,0.45
Pero Antic,ATL,C,11.2,18,1.2,5.1,0.1,0,0,0,15,11.3,169.5,0.2,3,0.017699115,0.3,4,0.0235988201,1,15,0.0884955752,2.1,31.5,0.185840708,0.47,26.00,1.70,,0.60,9,0.0530973451,2.10,31.5,0.185840708,0.29,0.5,7.5,0.0442477876,1.7,25.5,0.1504424779,0.308,0.419,2.2,33,0.1946902655,0.559,3.9,58.5,0.3451327434,0.8,12,0.0707964602,1.4,21,0.1238938053,0.364,0.8,11.5,0.0678466077,4.1,3.3,6,0.4,0.002359882,0.2,3,0.017699115,0.4,6,0.0353982301,0.5,0,0,0,0.1,1.5,0.0088495575,0,0.5,3.6,54,0.3185840708,0.2,3,0.017699115,0.2,0.3,4.5,0.0265486726,0.5,1.7,25.5,0.1504424779,0.29,0.4,6,0.0353982301,0.5,0.44,0.2,0.5,8,0.0471976401,0.2,3,0.017699115,0.7,10.5,0.0619469027,0.9,0.9,13,0.0766961652,13,195,1.1504424779,0.1,1.5,0.0088495575,0.2,3,0.017699115,1.6,24,0.1415929204,2,30,0.1769911504,8.5,45.8,915,5.3982300885,36.5,547.5,3.2300884956,1.8,27,0.9,13.5,0.0796460177,3.4,51,0.3008849558,0.28,0.35
Perry Jones,OKC,SF,9.1,8,0.5,2.5,0.1,0,0,0,16,9.6,153.6,0.3,4.8,0.03125,0.4,6,0.0390625,0.3,4.8,0.03125,1.1,17.6,0.1145833333,0.29,22.00,1.40,,0.50,8,0.0520833333,1.10,17.6,0.1145833333,0.44,0.4,6.4,0.0416666667,0.7,11.2,0.0729166667,0.545,0.611,1.9,30,0.1953125,0.625,3,48,0.3125,0.4,6.4,0.0416666667,1.5,24,0.15625,0.2,0.7,10.8,0.0703125,4.2,3.4,6,0.4,0.0026041667,0.2,3.2,0.0208333333,0.4,6.4,0.0416666667,0.429,0,0,0,0.1,1.6,0.0104166667,0,0.429,3.8,60.8,0.3958333333,0.3,4.8,0.03125,1,0.3,4.8,0.03125,0.5,1.4,22.4,0.1458333333,0.444,0.4,6.4,0.0416666667,0.429,0.622,1,0.2,3,0.01953125,0.3,4,0.0260416667,0.3,4.8,0.03125,1.3,0.3,5,0.0325520833,9.6,153.6,1,0.1,1.6,0.0104166667,0.1,1.6,0.0104166667,0.6,9.6,0.0625,0.8,12.8,0.0833333333,4.1,17.9,269,1.7513020833,10.5,168,1.09375,0.3,4.8,0.3,4.8,0.03125,0.5,8,0.0520833333,0.2,0.34
Peyton Siva,DET,PG,5.8,11,0.8,6.9,0.1,0,0,0,13,5.8,75.4,0.2,2.6,0.0344827586,0.1,1,0.0132625995,0.2,2.6,0.0344827586,0.3,3.9,0.0517241379,0.75,0.00,0.00,,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0.6,8,0.1061007958,0.667,0.9,11.7,0.1551724138,0.2,2.6,0.0344827586,0.5,6.5,0.0862068966,0.25,0.4,5.3,0.0702917772,4.2,3.3,0,0,0,0,0,0,0.5,6.5,0.0862068966,0,0,0,0,0.2,2.6,0.0344827586,0,0,0.3,3.9,0.0517241379,0.2,2.6,0.0344827586,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.333,0.8,11,0.1458885942,0.2,2,0.0265251989,0.3,3.9,0.0517241379,1.3,0.6,8,0.1061007958,9.8,127.4,1.6896551724,0.1,1.3,0.0172413793,0.5,6.5,0.0862068966,1.8,23.4,0.3103448276,1.8,23.4,0.3103448276,14.5,13.4,214,2.8381962865,7.8,101.4,1.3448275862,0.3,3.9,0.6,7.8,0.1034482759,1.1,14.3,0.1896551724,0.28,0.48
Phil Pressey,BOS,PG,11.7,23,1.0,3.9,0.1,0,0,0,24,11.8,283.2,0.8,19.2,0.0677966102,0,1,0.0035310734,0.2,4.8,0.0169491525,0.7,16.8,0.0593220339,0.31,9.00,0.40,,0.10,2.4,0.0084745763,0.80,19.2,0.0677966102,0.16,0.1,2.4,0.0084745763,0.8,19.2,0.0677966102,0.158,0.237,1.2,28,0.0988700565,0.596,2,48,0.1694915254,0.3,7.2,0.0254237288,0.9,21.6,0.0762711864,0.214,0.9,20.7,0.0730932203,4.4,3.5,12,0.5,0.0017655367,0.3,7.2,0.0254237288,1.2,28.8,0.1016949153,0.207,0,0,0,0.1,2.4,0.0084745763,0,0.207,2,48,0.1694915254,0.5,12,0.0423728814,0.286,0,0,0,0,0.4,9.6,0.0338983051,0.158,0.5,12,0.0423728814,0.207,0.285,0.286,1.6,38,0.134180791,0.5,12,0.0423728814,1.5,36,0.1271186441,2,1.9,45,0.1588983051,23.1,554.4,1.9576271186,0.2,4.8,0.0169491525,0.5,12,0.0423728814,4.2,100.8,0.3559322034,4.4,105.6,0.3728813559,17.7,12,156,0.5508474576,10,240,0.8474576271,1.1,26.4,0.1,2.4,0.0084745763,0.8,19.2,0.0677966102,0.03,0.03
PJ Tucker,PHX,SF,31.4,59,2.5,3.8,0.1,0,1,0,24,31.6,758.4,1.4,33.6,0.0443037975,0.2,5,0.006592827,1,24,0.0316455696,1.8,43.2,0.0569620253,0.55,81.00,3.40,,1.20,28.8,0.0379746835,2.60,62.4,0.082278481,0.45,1,24,0.0316455696,2.3,55.2,0.0727848101,0.455,0.653,5.5,132,0.1740506329,0.639,8.5,204,0.2689873418,2,48,0.0632911392,3.5,84,0.1107594937,0.366,2.1,51,0.0672468354,4,3.2,16,0.7,0.0009229958,0.3,7.2,0.0094936709,1.2,28.8,0.0379746835,0.25,0.1,2.4,0.003164557,0.2,4.8,0.0063291139,0.5,0.286,9.1,218.4,0.2879746835,0.9,21.6,0.0284810127,0.346,0.8,19.2,0.0253164557,0.5,3.4,81.6,0.1075949367,0.452,0.7,16.8,0.0221518987,0.25,0.503,0.346,1.5,36,0.0474683544,0.9,22,0.0290084388,1.5,36,0.0474683544,1.4,1.7,41,0.0540611814,26.5,636,0.8386075949,0.2,4.8,0.0063291139,0.3,7.2,0.0094936709,3.9,93.6,0.1234177215,4.1,98.4,0.1297468354,6.3,27.8,666,0.878164557,23.9,573.6,0.7563291139,2,48,0,0,0,0.8,19.2,0.0253164557,0.07,0.08
Quincy Acy,SAC,SF,17.9,9,3.0,8.0,0.2,0,0,0,3,17.9,53.7,0.3,0.9,0.0167597765,1,3,0.0558659218,1.3,3.9,0.0726256983,3.3,9.9,0.1843575419,0.40,2.00,0.70,,0.30,0.9,0.0167597765,0.70,2.1,0.0391061453,0.50,0,0,0,0.3,0.9,0.0167597765,0,0.5,3.3,10,0.1862197393,0.333,10,30,0.5586592179,0.3,0.9,0.0167597765,3,9,0.1675977654,0.1,1.3,3.9,0.0726256983,4.3,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,11.1,0.2067039106,0.7,2.1,0.0391061453,1,1.7,5.1,0.094972067,0.667,0.7,2.1,0.0391061453,0.5,0,0,0,0,0.714,1,0.3,1,0.0186219739,0.7,2,0.0372439479,0.7,2.1,0.0391061453,1.8,0.3,1,0.0186219739,19,57,1.061452514,0,0,0,0.3,0.9,0.0167597765,1.7,5.1,0.094972067,0.7,2.1,0.0391061453,1.8,22.3,67,1.2476722533,10.7,32.1,0.5977653631,0.5,1.5,2.3,6.9,0.1284916201,0.7,2.1,0.0391061453,0.16,0.34
Quincy Acy,TOR,SF,8.8,8,1.1,6.2,0.1,0,0,0,7,8.8,61.6,0.6,4.2,0.0681818182,0.4,3,0.0487012987,0.9,6.3,0.1022727273,1.4,9.8,0.1590909091,0.60,6.00,0.90,,0.30,2.1,0.0340909091,1.00,7,0.1136363636,0.29,0.3,2.1,0.0340909091,0.7,4.9,0.0795454545,0.4,0.429,2.1,15,0.2435064935,0.6,3.6,25.2,0.4090909091,0.7,4.9,0.0795454545,1.4,9.8,0.1590909091,0.333,0.6,4.5,0.0730519481,4.4,3.5,0,0,0,0,0,0,0.1,0.7,0.0113636364,0,0,0,0,0,0,0,0,0,2.7,18.9,0.3068181818,0,0,0,0,0.6,4.2,0.0681818182,1,0.9,6.3,0.1022727273,0.286,0,0,0,0,0.5,0,0.4,3,0.0487012987,0,0,0,0.1,0.7,0.0113636364,0,0.6,4,0.0649350649,13,91,1.4772727273,0.1,0.7,0.0113636364,0,0,0,1.1,7.7,0.125,1.6,11.2,0.1818181818,8.6,18.1,181,2.9383116883,9.1,63.7,1.0340909091,0.3,2.1,1.1,7.7,0.125,0.3,2.1,0.0340909091,0.17,0.33
Quincy Acy,TOTAL,SF,11.4,17,1.7,7.2,0.2,0,0,0,10,11.5,115,0.5,5,0.0434782609,0.6,6,0.052173913,1,10,0.0869565217,2,20,0.1739130435,0.50,8.00,0.80,,0.30,3,0.0260869565,0.90,9,0.0782608696,0.33,0.2,2,0.0173913043,0.6,6,0.052173913,0.333,0.444,2.5,25,0.2173913043,0.455,5.5,55,0.4782608696,0.6,6,0.052173913,1.9,19,0.1652173913,0.24,0.8,8.4,0.0730434783,4.3,3.5,0,0,0,0,0,0,0.1,1,0.0086956522,0,0,0,0,0,0,0,0,0,3,30,0.2608695652,0.2,2,0.0173913043,0.5,0.9,9,0.0782608696,0.75,0.8,8,0.0695652174,0.333,0,0,0,0,0.571,0.5,0.4,4,0.0347826087,0.2,2,0.0173913043,0.3,3,0.0260869565,0.8,0.5,5,0.0434782609,14.8,148,1.2869565217,0.1,1,0.0086956522,0.1,1,0.0086956522,1.3,13,0.1130434783,1.3,13,0.1130434783,5.4,16.3,114,0.9913043478,8.4,84,0.7304347826,0.3,3,0.6,6,0.052173913,0.1,1,0.0086956522,0.17,0.32
Quincy Miller,DEN,SF,2.3,1,0.3,5.3,0.1,0,0,0,4,2.3,9.2,0,0,0,0.3,1,0.1086956522,0,0,0,0.3,1.2,0.1304347826,0.00,3.00,0.80,,0.30,1.2,0.1304347826,0.30,1.2,0.1304347826,1.00,0.3,1.2,0.1304347826,0.3,1.2,0.1304347826,1,1.5,0.3,1,0.1086956522,0.5,0.5,2,0.2173913043,0,0,0,0.3,1.2,0.1304347826,0,0.2,0.6,0.0652173913,4.2,3.4,2,0.5,0.0543478261,0.3,1.2,0.1304347826,0.5,2,0.2173913043,0.5,0,0,0,0,0,0,0,0.5,1.3,5.2,0.5652173913,0,0,0,0,0,0,0,0,0.8,3.2,0.347826087,1,0.5,2,0.2173913043,0.5,0.5,0,0.5,2,0.2173913043,0,0,0,0,0,0,0,0,0,0,0.5,2,0.2173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,9,0.9782608696,2.3,9.2,1,0.1,0.4,0.3,1.2,0.1304347826,0,0,0,0.56,0.56
Quincy Pondexter,MEM,SF,18,18,1.2,3.2,0.1,0,1,0,15,18.1,271.5,0.3,4.5,0.0165745856,0.1,1,0.0036832413,0.1,1.5,0.0055248619,0.3,4.5,0.0165745856,0.50,27.00,1.80,,0.60,9,0.0331491713,2.00,30,0.1104972376,0.30,0.6,9,0.0331491713,1.9,28.5,0.1049723757,0.31,0.45,1.7,26,0.0957642726,0.553,3.1,46.5,0.1712707182,0.3,4.5,0.0165745856,1.4,21,0.0773480663,0.192,1.3,18.9,0.0696132597,4.2,3.3,13,0.9,0.0033149171,0.4,6,0.0220994475,1.3,19.5,0.0718232044,0.3,0.1,1.5,0.0055248619,0.3,4.5,0.0165745856,0.25,0.325,6.3,94.5,0.3480662983,0.9,13.5,0.0497237569,0.455,1.2,18,0.0662983425,0.667,1.8,27,0.0994475138,0.3,0.9,13.5,0.0497237569,0.3,0.462,0.455,1.3,20,0.073664825,0.9,13,0.0478821363,1.5,22.5,0.0828729282,2.3,1.3,20,0.073664825,14.5,217.5,0.8011049724,0.1,1.5,0.0055248619,0.1,1.5,0.0055248619,2.5,37.5,0.138121547,2.9,43.5,0.1602209945,7.8,21.9,329,1.211786372,18.6,279,1.0276243094,0.8,12,1.1,16.5,0.0607734807,0.8,12,0.044198895,0.29,0.34
Ramon Sessions,CHA,PG,21.8,21,0.8,1.8,0.0,0,0,0,26,21.8,566.8,0.6,15.6,0.0275229358,0.2,4,0.007057163,0.4,10.4,0.0183486239,0.7,18.2,0.0321100917,0.65,23.00,0.90,,0.30,7.8,0.0137614679,1.20,31.2,0.0550458716,0.28,0.2,5.2,0.0091743119,0.8,20.8,0.0366972477,0.227,0.359,2.1,54,0.0952717008,0.651,3.2,83.2,0.1467889908,0.2,5.2,0.0091743119,1.8,46.8,0.0825688073,0.111,1.5,38.9,0.0686309104,4.1,3.3,26,1,0.0017642908,0.5,13,0.0229357798,2.2,57.2,0.1009174312,0.214,0.1,2.6,0.004587156,0.4,10.4,0.0183486239,0.182,0.232,10.7,278.2,0.4908256881,6,156,0.2752293578,0.489,0.2,5.2,0.0091743119,0.333,0.9,23.4,0.0412844037,0.281,1,26,0.0458715596,0.214,0.418,0.489,6.8,176,0.3105151729,6,155,0.273465067,8.2,213.2,0.376146789,13.1,2.9,76,0.1340860974,35.7,928.2,1.6376146789,0.3,7.8,0.0137614679,0.7,18.2,0.0321100917,6.5,169,0.2981651376,6.7,174.2,0.3073394495,14.8,49.7,1291,2.2776993649,45.5,1183,2.0871559633,3.3,85.8,0.5,13,0.0229357798,3.3,85.8,0.1513761468,0.22,0.24
