Player,Team,Position,Hollinger_MPG,Hollinger_PF,Hollinger_PFPG,Hollinger_PFP48M,PF_per_MIN,Hollinger_FLAG,Hollinger_TECH,Hollinger_EJECT,GP,MIN_per_game,Total_MIN,STL_per_game,Total_STL,STL_per_MIN,BLK_per_game,Total_BLK,BLK_per_MIN,Opp_FGM_at_Rim_per_game,Total_Opp_FGM_at_Rim,Opp_FGM_at_Rim_per_min,Opp_FGA_at_Rim_per_game,Total_Opp_FGA_at_Rim,Opp_FGA_at_Rim_per_Minute,Opp_FGP_at_Rim,Catch_and_Shoot_Total_PTS,Catch_and_Shoot_PTS_per_game,Catch_and_Shoot_PTS_per_Minute,Catch_and_Shoot_FGM_per_game,Total_Catch_and_Shoot_FGM,Catch_and_Shoot_FGM_per_Minute,Catch_and_Shoot_FGA_per_game,Total_Catch_and_Shoot_FGA,Catch_and_Shoot_FGA_per_Minute,Catch_and_Shoot_FG_PCT,Catch_and_Shoot_3FGM_per_game,Total_Catch_and_Shoot_3FGM,Catch_and_Shoot_3FGM_per_Minute,Catch_and_Shoot_3FGA_per_game,Total_Catch_and_Shoot_3FGA,Catch_and_Shoot_3FGA_per_Minute,Catch_and_Shoot_3FG_PCT,Catch_and_Shoot_eFG_PCT,REB_per_game,Total_REB,REB_per_Minute,Percentage_of_rebounds_per_chance,REB_Chances_per_game,Total_REB_Chances,REB_Chances_per_Minute,Contested_REB_per_game,Total_Contested_REB,Contested_REB_per_Minute,Uncontested_REB_per_game,Total_Uncontested_REB,Uncontested_REB_per_Minute,Contested_REB_Percentage,Distance_Traveled_Per_Game_miles,Distance_Traveled_total_miles,Distance_Traveled_per_Minute,Average_Speed_mph,Distance_Traveled_Per_48_Minutes_miles,Pull_Up_Shots_Total_PTS,Pull_Up_Shots_PTS_per_game,Pull_Up_Shots_PTS_per_Minute,Pull_Up_Shots_FGM_per_game,Total_Pull_Up_Shots_FGM,Pull_Up_Shots_FGM_per_Minute,Pull_Up_Shots_FGA_per_game,Total_Pull_Up_Shots_FGA,Pull_Up_Shots_FGA_per_Minute,Pull_Up_Shots_FG_PCT,Pull_Up_Shots_FG3M_per_game,Total_Pull_Up_Shots_FG3M,Pull_Up_Shots_FG3M_per_Minute,Pull_Up_Shots_FG3A_per_game,Total_Pull_Up_Shots_FG3A,Pull_Up_Shots_FG3A_per_Minute,Pull_Up_Shots_FG3_PCT,Pull_Up_Shots_EFG_PCT,PTS_per_game,Total_PTS,PTS_per_Minute,Drives_PTS_per_game,Total_Drives_PTS,Drives_PTS_per_Minute,Drives_FG_PCT,Close_Shots_PTS_per_game,Total_Close_Shots_PTS,Close_Shots_PTS_per_Minute,Close_Shots_FG_PCT,Catch_and_Shoot_PTS_per_game,Total_Catch_and_Shoot_PTS,Catch_and_Shoot_PTS_per_Minute,Catch_and_Shoot_FG_PCT,Pull_Up_Shots_PTS_per_game,Total_Pull_Up_Shots_PTS,Pull_Up_Shots_PTS_per_Minute,Pull_Up_Shots_FG_PCT,eFG_PCT,FG_PCT_on_Drives,Drives_Per_Game,Total_Drives,Drives_per_Minute,Player_PPG_on_Drives,Total_Player_PTS_on_Drives,Player_PTS_on_Drives_per_Minute,Team_PPG_on_Drives,Total_Team_Points_on_Drives,Team_Points_on_Drives_per_Minute,PTS_Per_48_Min_on_Drives,AST_per_game,Total_AST,AST_per_Minute,Passes_per_game,Total_Passes,Passes_per_Minute,FT_Assists_per_game,Total_FT_Assists,FT_Assists_per_Minute,Secondary_Assists_per_game,Total_Secondary_Assists,Secondary_Assists_per_Minute,Assist_opportunities_per_game,Total_Assist_opportunities,Assist_opportunities_per_Minute,Points_created_by_assist_per_game,Total_Points_created_by_assist,Points_created_by_assist_per_Minute,Points_Created_by_AST_Per_48_Min,Touches_per_game,Total_Touches,Touches_per_Minute,Front_Court_Touches_per_game,Total_Front_Court_Touches,Front_Court_Touches_per_Minute,Time_of_Possession_per_game__min,Total_Time_of_Possession,Close_Touches_per_game,Total_Close_Touches,Close_Touches_per_Minute,Elbow_Touches_per_game,Total_Elbow_Touches,Elbow_Touches_per_Minute,PTS_Per_Touch,PTS_Per_Half_Court_Touch
Alec Burks,UTA,PG,27.3,65,2.3,4.1,0.1,0,0,0,28,27.4,767.2,0.8,22.4,0.0291970803,0.3,7,0.0091240876,1.2,33.6,0.0437956204,2,56,0.0729927007,0.60,44.00,1.60,,0.60,16.8,0.0218978102,1.30,36.4,0.0474452555,0.44,0.4,11.2,0.0145985401,1,28,0.0364963504,0.414,0.611,2.9,82,0.1068821689,0.485,6,168,0.2189781022,0.8,22.4,0.0291970803,2.1,58.8,0.0766423358,0.28,1.9,54,0.0703858186,4.2,3.4,80,2.9,0.0037799791,1.3,36.4,0.0474452555,4.7,131.6,0.1715328467,0.282,0.2,5.6,0.0072992701,0.8,22.4,0.0291970803,0.273,0.305,12.9,361.2,0.4708029197,3.7,103.6,0.1350364964,0.427,0.8,22.4,0.0291970803,0.769,1.6,44.8,0.0583941606,0.444,2.9,81.2,0.1058394161,0.282,0.461,0.427,4.9,136,0.1772679875,3.7,104,0.1355578728,5.9,165.2,0.2153284672,6.5,2.6,72,0.0938477581,36.8,1030.4,1.3430656934,0.3,8.4,0.0109489051,0.6,16.8,0.0218978102,6.4,179.2,0.2335766423,6.1,170.8,0.2226277372,10.7,52.6,1474,1.9212721585,46.1,1290.8,1.6824817518,2.8,78.4,0.6,16.8,0.0218978102,2.7,75.6,0.098540146,0.24,0.28
Alex Len,PHX,C,7.8,8,2.0,12.4,0.3,0,0,0,4,7.9,31.6,0.5,2,0.0632911392,0.5,2,0.0632911392,0.3,1.2,0.0379746835,1.5,6,0.1898734177,0.17,0.00,0.00,,0.00,0,0,0.80,3.2,0.1012658228,0.00,0,0,0,0,0,0,0,0,1.8,7,0.2215189873,0.467,3.8,15.2,0.4810126582,1.5,6,0.1898734177,0.3,1.2,0.0379746835,0.857,0.6,2.2,0.0696202532,4.2,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,7.2,0.2278481013,0,0,0,0,0.5,2,0.0632911392,0.333,0,0,0,0,0,0,0,0,0.429,0,0,0,0,0,0,0,0,0,0,0,0.3,1,0.0316455696,10.5,42,1.3291139241,0,0,0,0,0,0,0.3,1.2,0.0379746835,0.8,3.2,0.1012658228,4.6,13.3,53,1.6772151899,6.3,25.2,0.7974683544,0.3,1.2,0.8,3.2,0.1012658228,1.8,7.2,0.2278481013,0.13,0.28
Alexey Shved,MIN,PG,9.8,13,0.6,2.8,0.1,0,0,0,23,9.9,227.7,0.3,6.9,0.0303030303,0.2,5,0.0219587176,0.2,4.6,0.0202020202,0.7,16.1,0.0707070707,0.27,15.00,0.70,,0.20,4.6,0.0202020202,1.00,23,0.101010101,0.21,0.2,4.6,0.0202020202,0.9,20.7,0.0909090909,0.238,0.313,1.2,28,0.1229688186,0.651,1.9,43.7,0.1919191919,0.3,6.9,0.0303030303,0.9,20.7,0.0909090909,0.25,0.7,16.2,0.0711462451,4.3,3.4,10,0.4,0.0017566974,0.2,4.6,0.0202020202,1.3,29.9,0.1313131313,0.133,0.1,2.3,0.0101010101,0.4,9.2,0.0404040404,0.2,0.167,2.8,64.4,0.2828282828,0.7,16.1,0.0707070707,0.308,0,0,0,0,0.7,16.1,0.0707070707,0.208,0.4,9.2,0.0404040404,0.133,0.326,0.308,1.7,38,0.1668862538,0.7,17,0.0746596399,1.8,41.4,0.1818181818,3.6,0.9,21,0.092226614,8.8,202.4,0.8888888889,0.2,4.6,0.0202020202,0.2,4.6,0.0202020202,2,46,0.202020202,2.2,50.6,0.2222222222,10.8,13.3,306,1.3438735178,11.3,259.9,1.1414141414,0.6,13.8,0.1,2.3,0.0101010101,0.7,16.1,0.0707070707,0.21,0.25
Allen Crabbe,POR,SG,4.9,1,0.1,1.4,0.0,0,0,0,7,4.8,33.6,0.1,0.7,0.0208333333,0,0,0,0.1,0.7,0.0208333333,0.1,0.7,0.0208333333,1.00,12.00,1.70,,0.60,4.2,0.125,0.60,4.2,0.125,1.00,0.6,4.2,0.125,0.6,4.2,0.125,1,1.5,0.1,1,0.0297619048,0.25,0.6,4.2,0.125,0,0,0,0.1,0.7,0.0208333333,0,0.3,2.2,0.0654761905,4,3.2,0,0,0,0,0,0,0.4,2.8,0.0833333333,0,0,0,0,0,0,0,0,0,2.7,18.9,0.5625,0,0,0,0,0,0,0,0,1.7,11.9,0.3541666667,1,0,0,0,0,0.667,0,0.1,1,0.0297619048,0,0,0,0,0,0,0,0.4,3,0.0892857143,3.3,23.1,0.6875,0,0,0,0,0,0,0.7,4.9,0.1458333333,0.9,6.3,0.1875,8.5,5.6,39,1.1607142857,4.1,28.7,0.8541666667,0.1,0.7,0.1,0.7,0.0208333333,0.1,0.7,0.0208333333,0.49,0.66
Alonzo Gee,CLE,SF,19.8,41,1.7,4.2,0.1,0,0,0,24,19.8,475.2,0.8,19.2,0.0404040404,0.2,4,0.0084175084,0.7,16.8,0.0353535354,1.2,28.8,0.0606060606,0.61,33.00,1.40,,0.50,12,0.0252525253,1.30,31.2,0.0656565657,0.40,0.4,9.6,0.0202020202,0.9,21.6,0.0454545455,0.429,0.55,2.6,62,0.1304713805,0.653,4,96,0.202020202,0.5,12,0.0252525253,2.1,50.4,0.1060606061,0.177,1.5,35.9,0.075547138,4.5,3.6,2,0.1,0.0002104377,0,0,0,0.7,16.8,0.0353535354,0.063,0,0,0,0.2,4.8,0.0101010101,0,0.063,3.9,93.6,0.196969697,0.7,16.8,0.0353535354,0.389,0.3,7.2,0.0151515152,0.75,1.4,33.6,0.0707070707,0.4,0.1,2.4,0.0050505051,0.063,0.482,0.389,1.3,30,0.0631313131,0.7,17,0.0357744108,1.5,36,0.0757575758,1.7,0.7,16,0.0336700337,18.9,453.6,0.9545454545,0,0,0,0.4,9.6,0.0202020202,2,48,0.101010101,1.6,38.4,0.0808080808,3.9,24.3,582,1.2247474747,19,456,0.9595959596,0.7,16.8,0.5,12,0.0252525253,0.4,9.6,0.0202020202,0.16,0.21
Amare Stoudemire,NYK,PF,17.9,42,2.2,5.9,0.1,0,5,0,19,18,342,0.6,11.4,0.0333333333,0.4,7,0.0204678363,1.7,32.3,0.0944444444,3.3,62.7,0.1833333333,0.52,14.00,0.70,,0.40,7.6,0.0222222222,1.00,19,0.0555555556,0.37,0,0,0,0,0,0,0,0.368,3.6,68,0.1988304094,0.54,6.6,125.4,0.3666666667,1.3,24.7,0.0722222222,2.3,43.7,0.1277777778,0.353,1.1,21.5,0.0628654971,3.8,3,4,0.2,0.0005847953,0.1,1.9,0.0055555556,0.2,3.8,0.0111111111,0.5,0,0,0,0,0,0,0,0.5,7.7,146.3,0.4277777778,0.3,5.7,0.0166666667,0.667,2.1,39.9,0.1166666667,0.68,0.7,13.3,0.0388888889,0.368,0.2,3.8,0.0111111111,0.5,0.534,0.667,0.2,4,0.0116959064,0.3,6,0.0175438596,0.3,5.7,0.0166666667,0.8,0.5,9,0.0263157895,13.4,254.6,0.7444444444,0,0,0,0.1,1.9,0.0055555556,1.4,26.6,0.0777777778,1.2,22.8,0.0666666667,3.1,22.4,426,1.2456140351,13.7,260.3,0.7611111111,0.6,11.4,1.9,36.1,0.1055555556,2.8,53.2,0.1555555556,0.35,0.57
Amir Johnson,TOR,PF,29.6,89,3.9,6.3,0.1,0,1,0,22,29.5,649,0.6,13.2,0.0203389831,1.1,25,0.0385208012,3.1,68.2,0.1050847458,7.1,156.2,0.2406779661,0.44,27.00,1.20,,0.50,11,0.0169491525,1.80,39.6,0.0610169492,0.31,0.1,2.2,0.0033898305,0.8,17.6,0.0271186441,0.176,0.346,7,154,0.2372881356,0.558,12.5,275,0.4237288136,3.6,79.2,0.1220338983,3.4,74.8,0.1152542373,0.519,2,44,0.0677966102,4.1,3.3,11,0.5,0.000770416,0.2,4.4,0.006779661,0.5,11,0.0169491525,0.417,0,0,0,0.2,4.4,0.006779661,0.25,0.458,11.7,257.4,0.3966101695,0.6,13.2,0.0203389831,0.438,3.4,74.8,0.1152542373,0.745,1.2,26.4,0.0406779661,0.308,0.5,11,0.0169491525,0.417,0.616,0.438,1,21,0.032357473,0.6,14,0.0215716487,1.4,30.8,0.0474576271,1,1.2,27,0.0416024653,38.6,849.2,1.3084745763,0,0,0,0.5,11,0.0169491525,2.3,50.6,0.0779661017,2.7,59.4,0.0915254237,4.4,50,1099,1.6933744222,27.7,609.4,0.9389830508,0.9,19.8,3,66,0.1016949153,4.5,99,0.1525423729,0.23,0.42
Anderson Varejao,CLE,C,28.8,53,2.2,3.7,0.1,0,0,0,24,29,696,1.1,26.4,0.0379310345,0.7,17,0.0244252874,3.7,88.8,0.1275862069,6.2,148.8,0.2137931034,0.60,66.00,2.80,,1.40,33.6,0.0482758621,2.60,62.4,0.0896551724,0.53,0,0,0,0.1,2.4,0.0034482759,0,0.532,8.5,205,0.2945402299,0.526,16.3,391.2,0.5620689655,3.1,74.4,0.1068965517,5.5,132,0.1896551724,0.361,2.1,50.5,0.0725574713,4.3,3.5,8,0.3,0.0004310345,0.2,4.8,0.0068965517,0.6,14.4,0.0206896552,0.286,0,0,0,0,0,0,0,0.286,8.3,199.2,0.2862068966,0.3,7.2,0.0103448276,0.444,2.5,60,0.0862068966,0.639,2.8,67.2,0.0965517241,0.532,0.3,7.2,0.0103448276,0.286,0.497,0.444,0.7,17,0.0244252874,0.3,8,0.0114942529,0.9,21.6,0.0310344828,0.6,2.2,52,0.0747126437,41,984,1.4137931034,0.3,7.2,0.0103448276,0.3,7.2,0.0103448276,4.4,105.6,0.1517241379,5.5,132,0.1896551724,9,51.2,1229,1.7658045977,25.8,619.2,0.8896551724,1.2,28.8,3.2,76.8,0.1103448276,8.3,199.2,0.2862068966,0.16,0.32
Andray Blatche,BKN,C,22.8,52,2.1,4.4,0.1,1,1,0,25,23,575,1,25,0.0434782609,0.5,12,0.0208695652,2.4,60,0.1043478261,4.1,102.5,0.1782608696,0.57,57.00,2.30,,1.00,25,0.0434782609,2.60,65,0.1130434783,0.40,0.2,5,0.0086956522,0.6,15,0.0260869565,0.357,0.438,6,151,0.2626086957,0.616,9.8,245,0.4260869565,2.4,60,0.1043478261,3.6,90,0.1565217391,0.397,1.5,37.5,0.0652173913,3.9,3.1,35,1.4,0.0024347826,0.7,17.5,0.0304347826,2,50,0.0869565217,0.333,0,0,0,0.2,5,0.0086956522,0.25,0.343,12,300,0.5217391304,1.6,40,0.0695652174,0.458,2.2,55,0.0956521739,0.647,2.3,57.5,0.1,0.4,1.4,35,0.0608695652,0.333,0.494,0.458,2,51,0.0886956522,1.6,41,0.0713043478,2.3,57.5,0.1,3.4,1.3,33,0.0573913043,31.8,795,1.3826086957,0.1,2.5,0.0043478261,0.2,5,0.0086956522,2.4,60,0.1043478261,3.2,80,0.1391304348,6.8,45.7,1143,1.987826087,28,700,1.2173913043,1.2,30,2.4,60,0.1043478261,3.8,95,0.1652173913,0.26,0.43
Andre Drummond,DET,C,33.1,86,3.2,4.6,0.1,0,1,0,27,33.3,899.1,1.6,43.2,0.048048048,1.4,39,0.04337671,3.7,99.9,0.1111111111,7.9,213.3,0.2372372372,0.47,2.00,0.10,,0.00,0,0,0.10,2.7,0.003003003,0.33,0,0,0,0,0,0,0,0.333,12.7,343,0.3814926037,0.712,17.9,483.3,0.5375375375,5.9,159.3,0.1771771772,6.9,186.3,0.2072072072,0.461,2.3,60.9,0.0677344011,4.1,3.3,0,0,0,0,0,0,0.1,2.7,0.003003003,0,0,0,0,0,0,0,0,0,13.3,359.1,0.3993993994,0.1,2.7,0.003003003,1,4.3,116.1,0.1291291291,0.646,0.1,2.7,0.003003003,0.333,0,0,0,0,0.619,1,0.2,5,0.0055611167,0.1,2,0.0022244467,0.1,2.7,0.003003003,0.1,0.3,8,0.0088977867,25.3,683.1,0.7597597598,0.1,2.7,0.003003003,0.3,8.1,0.009009009,1,27,0.03003003,0.7,18.9,0.021021021,1.1,38.7,1044,1.1611611612,17.2,464.4,0.5165165165,0.7,18.9,4.2,113.4,0.1261261261,0.9,24.3,0.027027027,0.34,0.78
Andre Iguodala,GSW,SF,35.4,31,2.1,2.8,0.1,0,0,0,14,36,504,1.8,25.2,0.05,0.3,4,0.0079365079,1.2,16.8,0.0333333333,2.1,29.4,0.0583333333,0.59,69.00,4.90,,1.70,23.8,0.0472222222,2.90,40.6,0.0805555556,0.60,1.5,21,0.0416666667,2.5,35,0.0694444444,0.6,0.863,3.9,55,0.1091269841,0.618,6.4,89.6,0.1777777778,1,14,0.0277777778,2.9,40.6,0.0805555556,0.255,2.5,34.9,0.0692460317,4.1,3.3,32,2.3,0.0045634921,1.1,15.4,0.0305555556,3.4,47.6,0.0944444444,0.319,0.1,1.4,0.0027777778,0.9,12.6,0.025,0.167,0.34,12.1,169.4,0.3361111111,1.1,15.4,0.0305555556,0.571,1.4,19.6,0.0388888889,0.769,4.9,68.6,0.1361111111,0.6,2.3,32.2,0.0638888889,0.319,0.636,0.571,2.5,35,0.0694444444,1.1,15,0.0297619048,3.2,44.8,0.0888888889,1.4,6,84,0.1666666667,39.1,547.4,1.0861111111,0.4,5.6,0.0111111111,1.6,22.4,0.0444444444,9.4,131.6,0.2611111111,13.9,194.6,0.3861111111,18.6,52.4,733,1.4543650794,43.9,614.6,1.2194444444,3.3,46.2,1.9,26.6,0.0527777778,2.7,37.8,0.075,0.23,0.28
Andre Miller,DEN,PG,19.7,25,1.0,2.5,0.1,0,0,0,24,19.8,475.2,0.5,12,0.0252525253,0.2,4,0.0084175084,0.5,12,0.0252525253,1.3,31.2,0.0656565657,0.42,29.00,1.20,,0.50,12,0.0252525253,0.80,19.2,0.0404040404,0.58,0.3,7.2,0.0151515152,0.5,12,0.0252525253,0.636,0.763,2.6,63,0.1325757576,0.624,4.2,100.8,0.2121212121,0.6,14.4,0.0303030303,2,48,0.101010101,0.238,1.2,29.6,0.0622895623,3.7,3,26,1.1,0.0023148148,0.5,12,0.0252525253,1.6,38.4,0.0808080808,0.316,0.1,2.4,0.0050505051,0.2,4.8,0.0101010101,0.5,0.342,6.3,151.2,0.3181818182,2.2,52.8,0.1111111111,0.463,0.5,12,0.0252525253,0.667,1.2,28.8,0.0606060606,0.579,1.1,26.4,0.0555555556,0.316,0.492,0.463,3.2,76,0.1599326599,2.2,52,0.1094276094,3.6,86.4,0.1818181818,5.3,3.5,83,0.1746632997,27.5,660,1.3888888889,0.1,2.4,0.0050505051,0.7,16.8,0.0353535354,6.4,153.6,0.3232323232,7.9,189.6,0.398989899,19.2,36.2,868,1.8265993266,30,720,1.5151515152,2.6,62.4,1,24,0.0505050505,1.6,38.4,0.0808080808,0.17,0.21
Andre Roberson,OKC,SG,8.7,14,1.3,7.0,0.1,0,0,0,10,9.4,94,0.3,3,0.0319148936,0.2,2,0.0212765957,0.5,5,0.0531914894,0.6,6,0.0638297872,0.83,3.00,0.30,,0.10,1,0.0106382979,0.40,4,0.0425531915,0.25,0.1,1,0.0106382979,0.4,4,0.0425531915,0.25,0.375,2.3,23,0.2446808511,0.59,3.9,39,0.414893617,1.4,14,0.1489361702,0.9,9,0.0957446809,0.609,0.7,7.1,0.0755319149,4.5,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,16,0.170212766,0.4,4,0.0425531915,1,0,0,0,0,0.3,3,0.0319148936,0.25,0,0,0,0,0.542,1,0.3,3,0.0319148936,0.4,4,0.0425531915,0.4,4,0.0425531915,2,0.2,2,0.0212765957,7.1,71,0.7553191489,0.2,2,0.0212765957,0.4,4,0.0425531915,0.5,5,0.0531914894,0.5,5,0.0531914894,2.5,9.3,93,0.9893617021,6.9,69,0.7340425532,0.2,2,0.3,3,0.0319148936,0.1,1,0.0106382979,0.17,0.23
Andrea Bargnani,NYK,PF,31.5,61,2.4,3.7,0.1,0,3,1,25,31.6,790,0.4,10,0.0126582278,1.3,33,0.0417721519,2.4,60,0.0759493671,5,125,0.1582278481,0.48,187.00,7.50,,3.30,82.5,0.1044303797,7.50,187.5,0.2373417722,0.44,0.9,22.5,0.0284810127,3.1,77.5,0.0981012658,0.295,0.497,5.4,134,0.1696202532,0.632,8.5,212.5,0.2689873418,2,50,0.0632911392,3.4,85,0.1075949367,0.373,2,48.9,0.0618987342,3.7,3,35,1.4,0.0017721519,0.7,17.5,0.0221518987,1.9,47.5,0.0601265823,0.362,0,0,0,0.1,2.5,0.003164557,0.5,0.372,14.8,370,0.4683544304,1.1,27.5,0.0348101266,0.391,2.2,55,0.0696202532,0.561,7.5,187.5,0.2373417722,0.436,1.4,35,0.0443037975,0.362,0.477,0.391,1.4,35,0.0443037975,1.1,27,0.0341772152,1.5,37.5,0.0474683544,1.6,1.4,34,0.0430379747,32.3,807.5,1.0221518987,0,0,0,0.4,10,0.0126582278,2.9,72.5,0.0917721519,3.2,80,0.1012658228,4.8,49.1,1227,1.553164557,30.7,767.5,0.9715189873,1.1,27.5,2.1,52.5,0.0664556962,5.2,130,0.164556962,0.3,0.48
Andrei Kirilenko,BKN,SF,13.3,8,2.0,7.2,0.2,0,0,0,4,13.2,52.8,0.8,3.2,0.0606060606,0,0,0,0.8,3.2,0.0606060606,1.8,7.2,0.1363636364,0.43,0.00,0.00,,0.00,0,0,0.30,1.2,0.0227272727,0.00,0,0,0,0,0,0,0,0,3.3,13,0.2462121212,0.619,5.3,21.2,0.4015151515,1.8,7.2,0.1363636364,1.5,6,0.1136363636,0.538,0.9,3.8,0.071969697,4.3,3.4,0,0,0,0,0,0,0.3,1.2,0.0227272727,0,0,0,0,0,0,0,0,0,5.8,23.2,0.4393939394,0.8,3.2,0.0606060606,0.333,0.8,3.2,0.0606060606,0.333,0,0,0,0,0,0,0,0,0.429,0.333,1.3,5,0.0946969697,0.8,3,0.0568181818,1.8,7.2,0.1363636364,2.7,1,4,0.0757575758,17,68,1.2878787879,0.3,1.2,0.0227272727,0.5,2,0.0378787879,1.8,7.2,0.1363636364,2.5,10,0.1893939394,9.1,24,96,1.8181818182,15,60,1.1363636364,0.5,2,1.3,5.2,0.0984848485,1.3,5.2,0.0984848485,0.24,0.38
Andrew Bogut,GSW,C,27.9,85,3.3,5.6,0.1,0,4,0,24,28.1,674.4,0.7,16.8,0.024911032,1.7,40,0.059311981,3.7,88.8,0.1316725979,8.3,199.2,0.2953736655,0.45,2.00,0.10,,0.00,0,0,0.20,4.8,0.0071174377,0.25,0,0,0,0,0,0,0,0.25,9.8,236,0.349940688,0.667,14.8,355.2,0.5266903915,3.3,79.2,0.1174377224,6.5,156,0.231316726,0.339,1.8,43.3,0.0642052195,3.9,3.1,2,0.1,0.00014828,0,0,0,0.2,4.8,0.0071174377,0.25,0,0,0,0,0,0,0,0.25,7.7,184.8,0.2740213523,0.7,16.8,0.024911032,0.7,2.5,60,0.0889679715,0.644,0.1,2.4,0.0035587189,0.25,0.1,2.4,0.0035587189,0.25,0.603,0.7,0.5,13,0.0192763938,0.7,16,0.0237247924,0.8,19.2,0.0284697509,1.1,1.8,42,0.0622775801,33.3,799.2,1.1850533808,0.1,2.4,0.0035587189,0.6,14.4,0.0213523132,3.3,79.2,0.1174377224,4.2,100.8,0.1494661922,7.1,42.5,1020,1.512455516,19.3,463.2,0.6868327402,1.1,26.4,2.7,64.8,0.0960854093,2.5,60,0.0889679715,0.18,0.4
Andrew Bynum,CLE,C,19.5,24,1.2,3.0,0.1,1,0,0,20,19.2,384,0.3,6,0.015625,1.1,22,0.0572916667,1.2,24,0.0625,3.2,64,0.1666666667,0.38,12.00,0.60,,0.30,6,0.015625,0.80,16,0.0416666667,0.35,0,0,0,0,0,0,0,0.353,5.2,104,0.2708333333,0.684,7.6,152,0.3958333333,2.6,52,0.1354166667,2.5,50,0.1302083333,0.51,1.2,23.4,0.0609375,3.7,2.9,8,0.4,0.0010416667,0.2,4,0.0104166667,0.7,14,0.0364583333,0.286,0,0,0,0,0,0,0,0.286,8.6,172,0.4479166667,0,0,0,0,2.1,42,0.109375,0.436,0.6,12,0.03125,0.353,0.4,8,0.0208333333,0.286,0.444,0,0,0,0,0,0,0,0,0,0,0,1.1,23,0.0598958333,15.3,306,0.796875,0,0,0,0.2,4,0.0104166667,1.8,36,0.09375,2.5,50,0.1302083333,6.4,25.8,516,1.34375,17.2,344,0.8958333333,0.9,18,3,60,0.15625,3.3,66,0.171875,0.33,0.5
Andrew Nicholson,ORL,PF,21,67,2.6,5.9,0.1,1,1,1,26,21.1,548.6,0.2,5.2,0.009478673,0.5,13,0.0236966825,1.8,46.8,0.0853080569,4.1,106.6,0.1943127962,0.45,103.00,4.00,,1.70,44.2,0.0805687204,3.90,101.4,0.1848341232,0.43,0.7,18.2,0.0331753555,1.8,46.8,0.0853080569,0.37,0.51,5.2,136,0.247903755,0.574,9.1,236.6,0.4312796209,1.9,49.4,0.0900473934,3.3,85.8,0.1563981043,0.36,1.5,37.8,0.0689026613,4.1,3.3,16,0.6,0.001093693,0.3,7.8,0.0142180095,0.7,18.2,0.0331753555,0.471,0,0,0,0.1,2.6,0.0047393365,0,0.471,9.4,244.4,0.4454976303,0.4,10.4,0.018957346,0.571,1.1,28.6,0.0521327014,0.455,4,104,0.1895734597,0.426,0.6,15.6,0.028436019,0.471,0.532,0.571,0.3,8,0.0145825738,0.4,11,0.020051039,0.4,10.4,0.018957346,1,0.3,7,0.0127597521,17.3,449.8,0.8199052133,0,0,0,0.2,5.2,0.009478673,0.6,15.6,0.028436019,0.7,18.2,0.0331753555,1.5,27,702,1.2796208531,12.9,335.4,0.6113744076,0.6,15.6,1.3,33.8,0.0616113744,1.2,31.2,0.0568720379,0.35,0.73
Andris Biedrins,UTA,C,7.5,6,1.0,6.4,0.1,0,0,0,6,7.5,45,0,0,0,0,0,0,1,6,0.1333333333,1.7,10.2,0.2266666667,0.60,0.00,0.00,,0.00,0,0,0.00,0,0,0.00,0,0,0,0,0,0,0,0,2.8,17,0.3777777778,0.708,4,24,0.5333333333,0.7,4.2,0.0933333333,2.2,13.2,0.2933333333,0.235,0.5,3,0.0666666667,4.1,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,0.0666666667,0,0,0,0,0.3,1.8,0.04,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,45,1,0,0,0,0.2,1.2,0.0266666667,0,0,0,0,0,0,0,8.5,51,1.1333333333,2.7,16.2,0.36,0.2,1.2,0.3,1.8,0.04,0.7,4.2,0.0933333333,0.06,0.19
Antawn Jamison,LAC,PF,13.2,22,1.8,6.7,0.1,0,0,0,12,13.2,158.4,0.4,4.8,0.0303030303,0.2,2,0.0126262626,1.1,13.2,0.0833333333,2.3,27.6,0.1742424242,0.46,25.00,2.10,,0.80,9.6,0.0606060606,2.90,34.8,0.2196969697,0.26,0.6,7.2,0.0454545455,1.9,22.8,0.1439393939,0.304,0.357,3.1,37,0.2335858586,0.698,4.4,52.8,0.3333333333,1.1,13.2,0.0833333333,2,24,0.1515151515,0.351,1,11.5,0.0726010101,4.3,3.5,4,0.3,0.0018939394,0.2,2.4,0.0151515152,0.3,3.6,0.0227272727,0.667,0,0,0,0,0,0,0,0.667,4.4,52.8,0.3333333333,0.8,9.6,0.0606060606,0.571,0.5,6,0.0378787879,0.286,2.1,25.2,0.1590909091,0.257,0.3,3.6,0.0227272727,0.667,0.395,0.571,0.8,9,0.0568181818,0.8,10,0.0631313131,0.8,9.6,0.0606060606,3,0.3,3,0.0189393939,19.2,230.4,1.4545454545,0,0,0,0,0,0,1.1,13.2,0.0833333333,0.8,9.6,0.0606060606,2.7,25.4,305,1.9255050505,12.3,147.6,0.9318181818,0.4,4.8,0.7,8.4,0.053030303,1.1,13.2,0.0833333333,0.17,0.36
